ts_code,name,invest_type,category
024672.OF,永赢价值回报A,混合型,混合型-偏股
025770.OF,中金进取回报C,混合型,混合型-偏股
025769.OF,中金进取回报A,混合型,混合型-偏股
025854.OF,中信保诚消费机遇A,混合型,混合型-偏股
025855.OF,中信保诚消费机遇C,混合型,混合型-偏股
025290.OF,建信丰泽C,债券型,债券型-主动
025289.OF,建信丰泽A,债券型,债券型-主动
025466.OF,百嘉瑞丰量化选股A,混合型,混合型-偏股
025630.OF,鹏华安泰中短债C,债券型,债券型-主动
025949.OF,诺安研究精选C,股票型,主动股票型
024214.OF,华安优势领航A,混合型,混合型-偏股
024866.OF,圆信永丰新材料A,混合型,混合型-偏股
024330.OF,华夏资源精选A,混合型,混合型-偏股
024215.OF,华安优势领航C,混合型,混合型-偏股
024867.OF,圆信永丰新材料C,混合型,混合型-偏股
024331.OF,华夏资源精选C,混合型,混合型-偏股
025635.OF,鹏华易选平衡3个月持有C,混合型,混合型-偏股
025860.OF,万家泓裕成长驱动A,混合型,混合型-偏股
025861.OF,万家泓裕成长驱动C,混合型,混合型-偏股
024481.OF,财通品质甄选C,混合型,混合型-偏股
024480.OF,财通品质甄选A,混合型,混合型-偏股
025759.OF,华安新兴动力C,混合型,混合型-偏股
025629.OF,鹏华安泰中短债A,债券型,债券型-主动
025758.OF,华安新兴动力A,混合型,混合型-偏股
025040.OF,东方红汇明C,债券型,债券型-主动
025634.OF,鹏华易选平衡3个月持有A,混合型,混合型-偏股
025467.OF,百嘉瑞丰量化选股C,混合型,混合型-偏股
025039.OF,东方红汇明A,债券型,债券型-主动
025647.OF,平安高端装备C,混合型,混合型-偏股
025646.OF,平安高端装备A,混合型,混合型-偏股
025843.OF,兴证资管金麒麟兴睿优选D,混合型,混合型-偏股
024553.OF,财通安盛90天滚动持有C,债券型,债券型-主动
025844.OF,兴证资管金麒麟兴睿优选E,混合型,混合型-偏股
024552.OF,财通安盛90天滚动持有A,债券型,债券型-主动
025793.OF,东方阿尔法科技甄选C,混合型,混合型-偏股
024554.OF,财通安盛90天滚动持有E,债券型,债券型-主动
025631.OF,鹏华睿丰A,债券型,债券型-主动
025792.OF,东方阿尔法科技甄选A,混合型,混合型-偏股
024494.OF,平安元亨120天持有C,债券型,债券型-主动
025908.OF,华夏睿磐泰盛C,混合型,混合型-偏股
024493.OF,平安元亨120天持有A,债券型,债券型-主动
025939.OF,圆信永丰兴益三个月定开C,债券型,债券型-主动
025915.OF,鹏华产业债D,债券型,债券型-主动
025632.OF,鹏华睿丰C,债券型,债券型-主动
024362.OF,中欧红利慧选C,混合型,混合型-偏股
025627.OF,国泰海通鑫悦A,债券型,债券型-主动
025623.OF,国泰海通鑫选三个月持有A,债券型,债券型-主动
025628.OF,国泰海通鑫悦C,债券型,债券型-主动
024361.OF,中欧红利慧选A,混合型,混合型-偏股
025625.OF,国泰海通鑫逸A,债券型,债券型-主动
025886.OF,鹏华新兴产业C,混合型,混合型-偏股
025626.OF,国泰海通鑫逸C,债券型,债券型-主动
025598.OF,国泰海通新锐量化选股A,混合型,混合型-偏股
025599.OF,国泰海通新锐量化选股C,混合型,混合型-偏股
025624.OF,国泰海通鑫选三个月持有C,债券型,债券型-主动
023115.OF,景顺长城衡益,混合型,混合型-偏股
025621.OF,国泰海通鑫诚六个月持有A,债券型,债券型-主动
025622.OF,国泰海通鑫诚六个月持有C,债券型,债券型-主动
025596.OF,国泰海通安悦A,债券型,债券型-主动
025597.OF,国泰海通安悦C,债券型,债券型-主动
024959.OF,富国稳健添荣C,债券型,债券型-主动
025327.OF,银华嘉瑞平衡C,混合型,混合型-偏股
025326.OF,银华嘉瑞平衡A,混合型,混合型-偏股
024958.OF,富国稳健添荣A,债券型,债券型-主动
025251.OF,天弘稳利回报A,债券型,债券型-主动
025252.OF,天弘稳利回报C,债券型,债券型-主动
024290.OF,中航月月鑫30天持有A,债券型,债券型-主动
024291.OF,中航月月鑫30天持有C,债券型,债券型-主动
024092.OF,国金安和A,债券型,债券型-主动
025521.OF,大成多元配置三个月持有A,混合型,混合型-偏股
025266.OF,国泰稳健添利A,债券型,债券型-主动
025267.OF,国泰稳健添利C,债券型,债券型-主动
025545.OF,汇添富港股通科技精选C,混合型,混合型-偏股
025830.OF,嘉实成长共享A,混合型,混合型-偏股
025663.OF,华泰紫金价值精选,混合型,混合型-偏股
025522.OF,大成多元配置三个月持有C,混合型,混合型-偏股
025544.OF,汇添富港股通科技精选A,混合型,混合型-偏股
024093.OF,国金安和C,债券型,债券型-主动
025095.OF,国寿安保严选稳健养老一年持有,混合型,混合型-偏股
024303.OF,财通资管鸿曜90天持有A,债券型,债券型-主动
025831.OF,嘉实成长共享C,混合型,混合型-偏股
024304.OF,财通资管鸿曜90天持有C,债券型,债券型-主动
025338.OF,华泰柏瑞盈泰稳健3个月持有C,混合型,混合型-偏股
024009.OF,广发悦康三个月持有A,混合型,混合型-偏股
025337.OF,华泰柏瑞盈泰稳健3个月持有A,混合型,混合型-偏股
024010.OF,广发悦康三个月持有C,混合型,混合型-偏股
025305.OF,中欧优利A,债券型,债券型-主动
025306.OF,中欧优利C,债券型,债券型-主动
024506.OF,长城睿达多元稳健3个月持有A,混合型,混合型-偏股
024507.OF,长城睿达多元稳健3个月持有C,混合型,混合型-偏股
025031.OF,华夏盈泰稳健六个月持有,混合型,混合型-偏股
025269.OF,浦银安盛盈丰多元配置3个月持有C,混合型,混合型-偏股
025268.OF,浦银安盛盈丰多元配置3个月持有A,混合型,混合型-偏股
025777.OF,东方阿尔法瑞享A,混合型,混合型-偏股
025154.OF,华富安和A,债券型,债券型-主动
025152.OF,华富安康三个月持有A,债券型,债券型-主动
025155.OF,华富安和C,债券型,债券型-主动
025153.OF,华富安康三个月持有C,债券型,债券型-主动
025778.OF,东方阿尔法瑞享C,混合型,混合型-偏股
025750.OF,兴证资管金麒麟均衡优选D,混合型,混合型-偏股
025047.OF,永赢元享稳健多资产90天持有C,混合型,混合型-偏股
025751.OF,兴证资管金麒麟均衡优选E,混合型,混合型-偏股
025149.OF,华富福盛一年持有A,混合型,混合型-偏股
025150.OF,华富福盛一年持有C,混合型,混合型-偏股
025151.OF,华富福盛一年持有D,混合型,混合型-偏股
025046.OF,永赢元享稳健多资产90天持有A,混合型,混合型-偏股
025784.OF,兴证资管金麒麟兴享优选E,混合型,混合型-偏股
025783.OF,兴证资管金麒麟兴享优选D,混合型,混合型-偏股
024427.OF,中欧价值领航,混合型,混合型-偏股
025819.OF,博时裕发纯债C,债券型,债券型-主动
025240.OF,浙商惠睿纯债C,债券型,债券型-主动
025248.OF,平安盈享多元配置6个月持有C,混合型,混合型-偏股
025247.OF,平安盈享多元配置6个月持有A,混合型,混合型-偏股
025654.OF,富国医药精选A,混合型,混合型-偏股
025649.OF,易方达港股通科技C,混合型,混合型-偏股
025341.OF,鹏华制造升级C,混合型,混合型-偏股
025340.OF,鹏华制造升级A,混合型,混合型-偏股
025655.OF,富国医药精选C,混合型,混合型-偏股
025687.OF,国泰半导体制造精选C,混合型,混合型-偏股
025686.OF,国泰半导体制造精选A,混合型,混合型-偏股
025648.OF,易方达港股通科技A,混合型,混合型-偏股
025650.OF,平安资源精选A,混合型,混合型-偏股
025651.OF,平安资源精选C,混合型,混合型-偏股
024131.OF,兴银颐福保守养老目标一年持有,混合型,混合型-偏股
025541.OF,华夏创新前沿C,股票型,主动股票型
025701.OF,易方达科技创新C,混合型,混合型-偏股
025645.OF,广发量化多因子C,灵活配置型,混合型-平衡
025737.OF,中银睿泽稳健3个月持有D,混合型,混合型-偏股
025637.OF,泰信互联网+C,灵活配置型,混合型-平衡
023695.OF,国寿安保尊悦纯债C,债券型,债券型-主动
023694.OF,国寿安保尊悦纯债A,债券型,债券型-主动
024374.OF,招商消费悦享C,混合型,混合型-偏股
024373.OF,招商消费悦享A,混合型,混合型-偏股
025078.OF,华泰柏瑞制造业主题C,混合型,混合型-偏股
025077.OF,华泰柏瑞制造业主题A,混合型,混合型-偏股
025542.OF,华夏行业景气C,混合型,混合型-偏股
025704.OF,浙商汇金量化精选灵活C,灵活配置型,混合型-平衡
025066.OF,平安研究驱动C,混合型,混合型-偏股
025065.OF,平安研究驱动A,混合型,混合型-偏股
025275.OF,博时双月薪C,债券型,债券型-主动
025543.OF,华夏价值精选C,混合型,混合型-偏股
024106.OF,万家裕利A,债券型,债券型-主动
024107.OF,万家裕利C,债券型,债券型-主动
025644.OF,汇添富多元收益D,债券型,债券型-主动
025012.OF,财通华裕量化选股C,股票型,主动股票型
025011.OF,财通华裕量化选股A,股票型,主动股票型
024287.OF,泰康悦享180天持有C,债券型,债券型-主动
024286.OF,泰康悦享180天持有A,债券型,债券型-主动
024082.OF,国联稳健添益C,债券型,债券型-主动
024081.OF,国联稳健添益A,债券型,债券型-主动
024356.OF,国泰启明回报,混合型,混合型-偏股
025359.OF,鑫元锦鑫回报C,混合型,混合型-偏股
025358.OF,鑫元锦鑫回报A,混合型,混合型-偏股
023872.OF,人保均衡智选C,混合型,混合型-偏股
025643.OF,恒生前海恒源天利E,债券型,债券型-主动
025641.OF,恒生前海恒祥纯债E,债券型,债券型-主动
025642.OF,恒生前海恒裕E,债券型,债券型-主动
023871.OF,人保均衡智选A,混合型,混合型-偏股
025442.OF,景顺长城产业优选,混合型,混合型-偏股
025243.OF,国泰丰华三个月持有C,混合型,混合型-偏股
025660.OF,招商中国机遇C,股票型,主动股票型
025562.OF,大摩灵动优选E,债券型,债券型-主动
025459.OF,湘财科技智选A,混合型,混合型-偏股
025460.OF,湘财科技智选C,混合型,混合型-偏股
024521.OF,财通聚元平衡3个月持有A,混合型,混合型-偏股
024522.OF,财通聚元平衡3个月持有C,混合型,混合型-偏股
025350.OF,广发乾享核心精选C,混合型,混合型-偏股
025242.OF,国泰丰华三个月持有A,混合型,混合型-偏股
025349.OF,广发乾享核心精选A,混合型,混合型-偏股
025451.OF,南方兴利半年C,债券型,债券型-主动
025204.OF,信澳丰睿6个月持有A,债券型,债券型-主动
025205.OF,信澳丰睿6个月持有C,债券型,债券型-主动
024941.OF,银华钰盈A,债券型,债券型-主动
025254.OF,安信多元配置三个月持有C,混合型,混合型-偏股
024942.OF,银华钰盈C,债券型,债券型-主动
024476.OF,南华科技创新A,混合型,混合型-偏股
024477.OF,南华科技创新C,混合型,混合型-偏股
025214.OF,信澳睿益鑫享A,混合型,混合型-偏股
025253.OF,安信多元配置三个月持有A,混合型,混合型-偏股
025215.OF,信澳睿益鑫享C,混合型,混合型-偏股
025250.OF,安信稳健多资产优选三个月持有C,混合型,混合型-偏股
025249.OF,安信稳健多资产优选三个月持有A,混合型,混合型-偏股
025291.OF,国投瑞银和悦180天持有A,债券型,债券型-主动
024126.OF,太平嘉裕A,债券型,债券型-主动
024127.OF,太平嘉裕C,债券型,债券型-主动
023951.OF,农银平衡价值A,混合型,混合型-偏股
025029.OF,宝盈淳悦稳健配置3个月持有A,混合型,混合型-偏股
025299.OF,交银港股通优质精选C,混合型,混合型-偏股
023952.OF,农银平衡价值C,混合型,混合型-偏股
025030.OF,宝盈淳悦稳健配置3个月持有C,混合型,混合型-偏股
025298.OF,交银港股通优质精选A,混合型,混合型-偏股
025412.OF,安信红利量化选股C,股票型,主动股票型
024955.OF,长城兴达C,债券型,债券型-主动
025411.OF,安信红利量化选股A,股票型,主动股票型
025053.OF,长信盈安三个月持有A,混合型,混合型-偏股
025429.OF,东方红研究精选C,混合型,混合型-偏股
024954.OF,长城兴达A,债券型,债券型-主动
025054.OF,长信盈安三个月持有C,混合型,混合型-偏股
025069.OF,景顺长城高端装备,股票型,主动股票型
025292.OF,国投瑞银和悦180天持有C,债券型,债券型-主动
025428.OF,东方红研究精选A,混合型,混合型-偏股
025356.OF,东海启恒C,混合型,混合型-偏股
025408.OF,兴华景明A,混合型,混合型-偏股
025355.OF,东海启恒A,混合型,混合型-偏股
025103.OF,博道惠泓价值成长,混合型,混合型-偏股
025409.OF,兴华景明C,混合型,混合型-偏股
025527.OF,中金优势领航一年持有A,混合型,混合型-偏股
025528.OF,中金优势领航一年持有C,混合型,混合型-偏股
024790.OF,鑫元产业机遇A,混合型,混合型-偏股
025231.OF,中信建投价值增长A,混合型,混合型-偏股
024791.OF,鑫元产业机遇C,混合型,混合型-偏股
025232.OF,中信建投价值增长C,混合型,混合型-偏股
023802.OF,华宝安睿A,债券型,债券型-主动
024105.OF,鑫元诚鑫添益C,债券型,债券型-主动
025183.OF,建信宁扬60天持有E,债券型,债券型-主动
025210.OF,信澳信利6个月持有A,债券型,债券型-主动
025207.OF,信澳月月盈30天持有C,债券型,债券型-主动
025206.OF,信澳月月盈30天持有A,债券型,债券型-主动
025211.OF,信澳信利6个月持有C,债券型,债券型-主动
025212.OF,信澳添利3个月持有A,债券型,债券型-主动
025213.OF,信澳添利3个月持有C,债券型,债券型-主动
024103.OF,浙商汇金锦利增强30天持有C,债券型,债券型-主动
024102.OF,浙商汇金锦利增强30天持有A,债券型,债券型-主动
024104.OF,鑫元诚鑫添益A,债券型,债券型-主动
023803.OF,华宝安睿C,债券型,债券型-主动
023840.OF,银华甄选价值回报C,混合型,混合型-偏股
025070.OF,东方红医疗创新A,混合型,混合型-偏股
025303.OF,东方红汇诚A,债券型,债券型-主动
025304.OF,东方红汇诚C,债券型,债券型-主动
025071.OF,东方红医疗创新C,混合型,混合型-偏股
023839.OF,银华甄选价值回报A,混合型,混合型-偏股
025446.OF,万家周期视野C,股票型,主动股票型
025445.OF,万家周期视野A,股票型,主动股票型
025537.OF,海富通瑞弘6个月定开C,债券型,债券型-主动
025572.OF,银华科技创新C,混合型,混合型-偏股
025450.OF,万家数字经济C,股票型,主动股票型
025449.OF,万家数字经济A,股票型,主动股票型
025073.OF,南方瑞景A,混合型,混合型-偏股
024123.OF,华富安顺一年持有A,债券型,债券型-主动
024645.OF,平安瑞和6个月持有A,混合型,混合型-偏股
